,EnsemblTranscriptID,chr,pos,strand
20025,ENST00000370752,chrX,"[(134654583, 134654917)]",+
20026,ENST00000370756,chr1,"[(78956756, 78956921), (78958356, 78958428)]",+
20027,ENST00000370757,chr1,"[(78956756, 78956921), (78958356, 78958428)]",+
20028,ENST00000370758,chr1,"[(78769567, 78769615), (78864635, 78864710), (78958356, 78958428)]",+
20029,ENST00000370759,chr1,"[(78511585, 78511778)]",+
20030,ENST00000370760,chrX,"[(134478720, 134478760), (134480943, 134481043)]",+
20031,ENST00000370761,chrX,"[(134478720, 134478760), (134480943, 134481043)]",+
20032,ENST00000370763,chr1,"[(78470537, 78470794)]",+
20033,ENST00000370764,chrX,"[(134428066, 134428184), (134429693, 134429959)]",-
20034,ENST00000370765,chr6,"[(56507586, 56507694)]",-
20035,ENST00000370766,chrX,"[(134428066, 134428184), (134429693, 134429965), (134475692, 134478012)]",-
20036,ENST00000370767,chr1,"[(78444688, 78444776)]",-
20037,ENST00000370768,chr1,"[(78444688, 78444770)]",-
20038,ENST00000370775,chrX,"[(134186138, 134186205)]",-
20039,ENST00000370777,chrX,"[(134033463, 134033564)]",-
20040,ENST00000370779,chrX,"[(134033463, 134033564), (134049211, 134049257)]",-
20041,ENST00000370782,chr10,"[(99258141, 99258149), (99258452, 99258515)]",-
20042,ENST00000370783,chrX,"[(134033463, 134033564), (134049211, 134049297)]",-
20043,ENST00000370784,chrX,"[(133941222, 133941628)]",+
20044,ENST00000370785,chrX,"[(133941223, 133941628)]",+
20045,ENST00000370788,chr6,"[(56707943, 56708463)]",-
20046,ENST00000370790,chrX,"[(133930235, 133931164)]",-
20047,ENST00000370791,chr1,"[(78245308, 78245340)]",+
20048,ENST00000370792,chr1,"[(78211147, 78211284), (78225327, 78225537)]",-
20049,ENST00000370793,chr1,"[(78211147, 78211284), (78225327, 78225537)]",-
20050,ENST00000370794,chr1,"[(78207382, 78207433), (78225327, 78225537)]",-
20051,ENST00000370798,chr1,"[(78105156, 78105287), (78107068, 78107131), (78107206, 78107340), (78148946, 78149104)]",-
20052,ENST00000370799,chrX,"[(133507349, 133507497), (133511601, 133511647)]",+
20053,ENST00000370800,chrX,"[(133507402, 133507497), (133511601, 133511647)]",+
20054,ENST00000370801,chr1,"[(78099039, 78099090), (78105133, 78105287), (78107068, 78107131), (78107206, 78107340), (78148269, 78148343)]",-
20055,ENST00000370803,chrX,"[(133507282, 133507497), (133511601, 133511647)]",+
20056,ENST00000370809,chrX,"[(133371076, 133371373), (133378806, 133378830)]",+
20057,ENST00000370812,chr1,"[(77685087, 77685111)]",-
20058,ENST00000370813,chr1,"[(77685087, 77685115)]",-
20059,ENST00000370818,chrX,"[(133119476, 133119922)]",-
20060,ENST00000370819,chr6,"[(56047416, 56047454), (56258768, 56258892)]",-
20061,ENST00000370823,chr20,"[(60758100, 60758113), (60768471, 60768476)]",+
20062,ENST00000370826,chr1,"[(76251915, 76251956)]",+
20063,ENST00000370828,chrX,"[(132548993, 132549518)]",-
20064,ENST00000370830,chr6,"[(55739663, 55740362)]",-
20065,ENST00000370832,chrX,"[(132162248, 132162300)]",-
20066,ENST00000370834,chr1,"[(76190393, 76190472)]",+
20067,ENST00000370836,chrX,"[(132092630, 132092896), (132095273, 132095423)]",-
20068,ENST00000370839,chrX,"[(131573639, 131573718)]",-
20069,ENST00000370841,chr1,"[(76190035, 76190472)]",+
20070,ENST00000370842,chr10,"[(99205960, 99206110), (99207946, 99208107), (99211427, 99211432)]",+
20071,ENST00000370844,chrX,"[(131540309, 131540420), (131573462, 131573600), (131623841, 131623996)]",-
20072,ENST00000370846,chr10,"[(99205953, 99206110), (99211427, 99211432)]",+
20073,ENST00000370849,chrX,"[(131547537, 131547603)]",-
20074,ENST00000370850,chr6,"[(55443853, 55443964)]",-
20075,ENST00000370853,chrX,"[(131573639, 131573718)]",-
20076,ENST00000370854,chr10,"[(99205926, 99206110), (99211427, 99211432)]",+
20077,ENST00000370855,chr1,"[(76007132, 76007201), (76076724, 76076769)]",-
20078,ENST00000370857,chrX,"[(131573639, 131573705)]",-
20079,ENST00000370858,chr20,"[(60718359, 60718486)]",-
20080,ENST00000370859,chr1,"[(76007132, 76007201), (76076724, 76076801)]",-
20081,ENST00000370861,chr20,"[(60715886, 60716000), (60717530, 60717652)]",-
20082,ENST00000370862,chr6,"[(55039049, 55039385)]",+
20083,ENST00000370864,chr6,"[(54173370, 54173402)]",+
20084,ENST00000370867,chr1,"[(75198839, 75198928)]",+
20085,ENST00000370869,chr6,"[(54172763, 54172863)]",+
20086,ENST00000370871,chr1,"[(75190505, 75190518), (75198639, 75198706)]",-
20087,ENST00000370872,chr1,"[(75188818, 75188954), (75198639, 75198702)]",-
20088,ENST00000370873,chr20,"[(60718359, 60718486)]",-
20089,ENST00000370874,chrX,"[(131351296, 131351834), (131351943, 131352040), (131352259, 131352369), (131353397, 131353461)]",-
20090,ENST00000370876,chr6,"[(53948335, 53948381)]",+
20091,ENST00000370877,chr6,"[(53883724, 53883826)]",+
20092,ENST00000370879,chrX,"[(131228091, 131228291)]",-
20093,ENST00000370882,chr6,"[(53659887, 53660054)]",+
20094,ENST00000370885,chr10,"[(99205742, 99205750)]",-
20095,ENST00000370886,chr10,"[(99205742, 99205745)]",-
20096,ENST00000370888,chr6,"[(53659777, 53660054)]",+
20097,ENST00000370891,chr1,"[(74663946, 74663962)]",+
20098,ENST00000370893,chr1,"[(74663947, 74663962)]",+
20099,ENST00000370894,chr1,"[(74663924, 74663962)]",+
20100,ENST00000370895,chr1,"[(74663927, 74663962)]",+
20101,ENST00000370898,chr1,"[(74663895, 74663923)]",+
20102,ENST00000370899,chr1,"[(74663925, 74663962)]",+
20103,ENST00000370900,chrX,"[(130420648, 130420715), (130422995, 130423034)]",-
20104,ENST00000370901,chrX,"[(130420648, 130420715), (130423187, 130423260)]",-
20105,ENST00000370902,chr10,"[(99205742, 99205774)]",-
20106,ENST00000370903,chrX,"[(130420648, 130420715), (130423187, 130423403)]",-
20107,ENST00000370904,chrX,"[(130420648, 130420715), (130423187, 130423249), (130433624, 130433744), (130438058, 130438097), (130498722, 130498900), (130502341, 130502423), (130502925, 130503026), (130522990, 130523122), (130533547, 130533677)]",-
20108,ENST00000370905,chr6,"[(53520070, 53520103), (53530398, 53530506)]",-
20109,ENST00000370909,chr1,"[(74663679, 74663839)]",-
20110,ENST00000370910,chrX,"[(130420648, 130420715), (130423187, 130423252)]",-
20111,ENST00000370911,chr1,"[(74663679, 74663831)]",-
20112,ENST00000370913,chr6,"[(53160497, 53160505), (53213614, 53213724)]",-
20113,ENST00000370915,chr20,"[(60697516, 60697722)]",+
20114,ENST00000370918,chr6,"[(53160497, 53160505), (53213614, 53213947)]",-
20115,ENST00000370920,chr1,"[(71546678, 71546980)]",-
20116,ENST00000370921,chrX,"[(130217683, 130217796)]",+
20117,ENST00000370922,chrX,"[(130192330, 130192360)]",+
20118,ENST00000370924,chr1,"[(71513260, 71513491)]",-
20119,ENST00000370927,chrX,"[(129843265, 129843287)]",-
20120,ENST00000370931,chr1,"[(71513260, 71513471)]",-
20121,ENST00000370932,chr1,"[(71513260, 71513491)]",-
20122,ENST00000370935,chrX,"[(129837190, 129837228), (130035657, 130035705), (130037022, 130037208)]",-
20123,ENST00000370938,chr1,"[(70876954, 70877098)]",+
20124,ENST00000370939,chr6,"[(52929795, 52930006), (52935854, 52935941), (52938278, 52938290)]",+
20125,ENST00000370940,chr1,"[(70820518, 70820634)]",+
20126,ENST00000370944,chr1,"[(70820091, 70820405)]",-
20127,ENST00000370947,chrX,"[(129535978, 129536006)]",+
20128,ENST00000370949,chr1,"[(70697230, 70697793)]",+
20129,ENST00000370950,chr1,"[(70671406, 70671463), (70687294, 70687319)]",+
20130,ENST00000370951,chr1,"[(70671364, 70671463), (70687297, 70687319)]",+
20131,ENST00000370952,chr1,"[(70671223, 70671303)]",-
20132,ENST00000370958,chr1,"[(70034132, 70034322)]",+
20133,ENST00000370959,chr6,"[(52859041, 52859059), (52859868, 52859968)]",-
20134,ENST00000370960,chr6,"[(52849396, 52849403), (52858954, 52859201)]",-
20135,ENST00000370966,chr1,"[(68962682, 68962904)]",-
20136,ENST00000370968,chr6,"[(52767265, 52767276), (52768473, 52768525), (52774438, 52774464)]",-
20137,ENST00000370971,chr1,"[(68697982, 68698206)]",-
20138,ENST00000370976,chr1,"[(68697982, 68698227)]",-
20139,ENST00000370978,chrX,"[(129394423, 129394439), (129402735, 129402873)]",-
20140,ENST00000370981,chr1,"[(68512980, 68513045), (68516230, 68516481), (68516566, 68516680), (68517107, 68517314)]",-
20141,ENST00000370982,chr1,"[(68173369, 68173395), (68243140, 68243190), (68299026, 68299150)]",-
20142,ENST00000370985,chr1,"[(68150883, 68151177)]",+
20143,ENST00000370986,chr1,"[(68150743, 68151177)]",+
20144,ENST00000370989,chr6,"[(52705611, 52705641)]",-
20145,ENST00000370990,chr1,"[(67895983, 67896055)]",-
20146,ENST00000370992,chr10,"[(99160988, 99161100)]",-
20147,ENST00000370994,chr1,"[(67895983, 67896098)]",-
20148,ENST00000370995,chr1,"[(67895983, 67896069)]",-
20149,ENST00000370996,chr20,"[(58514986, 58515352)]",-
20150,ENST00000371000,chr1,"[(67773046, 67773650), (67786015, 67786051)]",+
20151,ENST00000371001,chr20,"[(58497468, 58497514), (58507116, 58507209)]",-
20152,ENST00000371002,chr1,"[(67632168, 67632224), (67633774, 67633803)]",+
20153,ENST00000371006,chr1,"[(67592923, 67592944)]",-
20154,ENST00000371007,chr1,"[(67592923, 67592940), (67596824, 67596910), (67697528, 67697535)]",-
20155,ENST00000371012,chr1,"[(67390649, 67390778), (67391824, 67391925), (67394572, 67394586)]",+
20156,ENST00000371014,chr1,"[(67390641, 67390711)]",+
20157,ENST00000371015,chr20,"[(58179602, 58180069)]",+
20158,ENST00000371016,chr1,"[(67390641, 67390778), (67391824, 67391925), (67394572, 67394586)]",+
20159,ENST00000371018,chr1,"[(67390577, 67390778), (67391824, 67391925), (67394572, 67394586)]",+
20160,ENST00000371019,chr10,"[(99094329, 99094458)]",-
20161,ENST00000371021,chr10,"[(99079021, 99079210)]",+
20162,ENST00000371022,chr1,"[(67390514, 67390529)]",-
20163,ENST00000371023,chr1,"[(67390514, 67390523)]",-
20164,ENST00000371025,chr20,"[(57875672, 57875867)]",+
20165,ENST00000371026,chr1,"[(67390514, 67390570)]",-
20166,ENST00000371027,chr10,"[(99030391, 99030421)]",-
20167,ENST00000371028,chr20,"[(57875498, 57875867)]",+
20168,ENST00000371033,chr20,"[(57617785, 57617860)]",-
20169,ENST00000371035,chr1,"[(66999822, 67000041)]",+
20170,ENST00000371036,chr1,"[(66999868, 67000044)]",+
20171,ENST00000371037,chr1,"[(66999964, 67000041)]",+
20172,ENST00000371039,chr1,"[(66999274, 66999355), (66999928, 67000041)]",+
20173,ENST00000371041,chr10,"[(98945431, 98945677)]",-
20174,ENST00000371045,chr1,"[(66797686, 66798072)]",+
20175,ENST00000371051,chrX,"[(129040166, 129040212), (129041342, 129041413)]",+
20176,ENST00000371058,chr1,"[(66031228, 66031248)]",+
20177,ENST00000371059,chr1,"[(65886334, 65886423), (65890985, 65891061), (66031228, 66031248)]",+
20178,ENST00000371060,chr1,"[(65886334, 65886423), (65890985, 65891061), (66031228, 66031248)]",+
20179,ENST00000371064,chrX,"[(128975921, 128976056), (128977234, 128977436)]",-
20180,ENST00000371065,chr1,"[(65886269, 65886407)]",+
20181,ENST00000371068,chr6,"[(52285105, 52285208)]",+
20182,ENST00000371069,chr1,"[(65775227, 65775428)]",+
20183,ENST00000371070,chr10,"[(98945431, 98945515)]",-
20184,ENST00000371072,chr1,"[(65210777, 65210855)]",+
20185,ENST00000371075,chr20,"[(57414802, 57415161)]",+
20186,ENST00000371076,chr1,"[(64669489, 64669733)]",+
20187,ENST00000371079,chr1,"[(64239713, 64240088)]",+
20188,ENST00000371080,chr1,"[(64239692, 64240088)]",+
20189,ENST00000371081,chr20,"[(57466770, 57466781)]",+
20190,ENST00000371083,chr1,"[(64088763, 64089131)]",+
20191,ENST00000371084,chr1,"[(64058946, 64059159)]",+
20192,ENST00000371085,chr20,"[(57466357, 57466781)]",+
20193,ENST00000371086,chr1,"[(64014587, 64014978)]",+
20194,ENST00000371088,chr1,"[(63989060, 63989305), (63991242, 63991243)]",+
20195,ENST00000371091,chr15,"[(75917176, 75917276), (75917676, 75918029)]",-
20196,ENST00000371092,chr1,"[(63988804, 63988865)]",-
20197,ENST00000371095,chr20,"[(57466356, 57466781)]",+
20198,ENST00000371097,chr10,"[(98592736, 98592879), (98593162, 98593236), (98667021, 98667087), (98667424, 98667504), (98703869, 98704002), (98708764, 98708814)]",+
20199,ENST00000371098,chr20,"[(57414802, 57415161)]",+
20200,ENST00000371099,chr20,"[(57428317, 57428320)]",+
20201,ENST00000371100,chr20,"[(57427768, 57428320)]",+
20202,ENST00000371102,chr20,"[(57428317, 57428320)]",+
20203,ENST00000371103,chr10,"[(98592038, 98592156), (98593162, 98593236), (98667021, 98667087), (98667424, 98667504), (98703869, 98704002), (98708764, 98708814)]",+
20204,ENST00000371105,chrX,"[(128872949, 128873189)]",+
20205,ENST00000371106,chrX,"[(128872997, 128873189)]",+
20206,ENST00000371108,chr1,"[(63833260, 63833358), (63836441, 63836648)]",+
20207,ENST00000371109,chr10,"[(98392816, 98392998)]",-
20208,ENST00000371110,chr10,"[(98416587, 98416691), (98429287, 98429368)]",-
20209,ENST00000371113,chrX,"[(128674251, 128674416)]",+
20210,ENST00000371117,chr6,"[(51949731, 51949815), (51952231, 51952423)]",-
20211,ENST00000371120,chr1,"[(63249805, 63249896), (63269389, 63269457)]",+
20212,ENST00000371121,chrX,"[(128657347, 128657460)]",-
20213,ENST00000371122,chrX,"[(128657347, 128657477)]",-
20214,ENST00000371123,chrX,"[(128657347, 128657477)]",-
20215,ENST00000371124,chrX,"[(127186185, 127186382)]",-
20216,ENST00000371125,chrX,"[(125953746, 125953826)]",+
20217,ENST00000371126,chrX,"[(125686591, 125686834)]",-
20218,ENST00000371129,chr1,"[(63063157, 63063237)]",+
20219,ENST00000371130,chrX,"[(124097602, 124097666)]",-
20220,ENST00000371132,chr20,"[(57226660, 57227062)]",+
20221,ENST00000371139,chrX,"[(123480193, 123480492)]",+
20222,ENST00000371141,chr20,"[(57226338, 57227062)]",+
20223,ENST00000371142,chr10,"[(98346592, 98346809)]",-
20224,ENST00000371144,chrX,"[(123095588, 123095706), (123155216, 123155281), (123156380, 123156477)]",+
20225,ENST00000371145,chrX,"[(123095587, 123095706), (123155216, 123155281), (123156380, 123156477)]",+
20226,ENST00000371146,chr1,"[(62901974, 62902233), (62905469, 62905538)]",+
20227,ENST00000371148,chr6,"[(49989648, 49989694)]",-
20228,ENST00000371149,chr20,"[(57089763, 57089994)]",-
20229,ENST00000371150,chr1,"[(62737229, 62738463)]",-
20230,ENST00000371153,chr1,"[(62747236, 62747306), (62784776, 62785085)]",-
20231,ENST00000371157,chrX,"[(123095567, 123095706), (123156380, 123156477)]",+
20232,ENST00000371158,chr1,"[(62208148, 62208227), (62228529, 62228564)]",+
20233,ENST00000371159,chr6,"[(49712080, 49712099)]",-
20234,ENST00000371160,chrX,"[(123095163, 123095285), (123095635, 123095706), (123156380, 123156477)]",+
20235,ENST00000371168,chr20,"[(56725959, 56726020)]",+
20236,ENST00000371172,chr10,"[(98118653, 98119059)]",-
20237,ENST00000371173,chr20,"[(56195351, 56195529)]",-
20238,ENST00000371174,chr10,"[(98064152, 98064254)]",+
20239,ENST00000371175,chr6,"[(49604525, 49604552)]",-
20240,ENST00000371176,chr10,"[(98031155, 98031297)]",-
20241,ENST00000371177,chr1,"[(62190792, 62190805)]",-
20242,ENST00000371180,chr1,"[(62190978, 62191095)]",-
20243,ENST00000371184,chr1,"[(61548425, 61548463)]",+
20244,ENST00000371185,chr1,"[(61548419, 61548463)]",+
20245,ENST00000371187,chr1,"[(61548292, 61548463)]",+
20246,ENST00000371189,chr1,"[(61547533, 61547615)]",+
20247,ENST00000371191,chr1,"[(61330930, 61331042)]",+
20248,ENST00000371196,chr20,"[(56099261, 56099272), (56100529, 56100635)]",-
20249,ENST00000371197,chr6,"[(49467670, 49467755), (49479675, 49479703)]",+
20250,ENST00000371198,chr10,"[(97733785, 97733913), (97741731, 97741870), (97743362, 97743566), (97744353, 97744452), (97748006, 97748099), (97751126, 97751218), (97752283, 97752454), (97752765, 97752869), (97755025, 97755035)]",+
20251,ENST00000371199,chrX,"[(122993876, 122994143), (123019480, 123019512)]",+
20252,ENST00000371201,chr1,"[(60538315, 60538342), (60539361, 60539442)]",-
20253,ENST00000371203,chr10,"[(97515672, 97516012), (97582993, 97583121), (97599447, 97599565), (97604232, 97604233)]",+
20254,ENST00000371204,chr1,"[(60392418, 60392462)]",-
20255,ENST00000371205,chr10,"[(97515713, 97515996)]",+
20256,ENST00000371207,chr10,"[(97515408, 97515471)]",+
20257,ENST00000371208,chr1,"[(60280532, 60280789)]",+
20258,ENST00000371210,chr1,"[(60019589, 60019629), (60019795, 60019893)]",+
20259,ENST00000371211,chr6,"[(47749774, 47749802)]",+
20260,ENST00000371212,chr1,"[(59775758, 59775848), (59787207, 59787221)]",+
20261,ENST00000371217,chr10,"[(97453656, 97453680)]",-
20262,ENST00000371218,chr1,"[(59762652, 59762822), (59787207, 59787221)]",+
20263,ENST00000371219,chr20,"[(55967285, 55967548), (55967709, 55967715)]",+
20264,ENST00000371221,chr10,"[(97413134, 97413162), (97416353, 97416463)]",-
20265,ENST00000371222,chr1,"[(59248742, 59249785)]",-
20266,ENST00000371224,chr10,"[(97413134, 97413162), (97416353, 97416463)]",-
20267,ENST00000371225,chr1,"[(59042828, 59043166)]",-
20268,ENST00000371226,chr1,"[(59004966, 59004982), (59012374, 59012472)]",-
20269,ENST00000371227,chr10,"[(97200892, 97200937), (97250791, 97250877), (97321076, 97321135)]",-
20270,ENST00000371230,chr1,"[(57756702, 57756838), (57889601, 57889729)]",-
20271,ENST00000371231,chr1,"[(57756702, 57756737)]",-
20272,ENST00000371234,chr1,"[(57756702, 57756838), (58115263, 58115337), (58349670, 58349834), (58715911, 58716211)]",-
20273,ENST00000371236,chr1,"[(57756702, 57756838), (57889601, 57889729)]",-
20274,ENST00000371237,chr1,"[(57431621, 57431688)]",-
20275,ENST00000371242,chr20,"[(55926278, 55926414), (55929087, 55929094)]",+
20276,ENST00000371243,chr6,"[(46996797, 46996840), (47009926, 47010030)]",-
20277,ENST00000371244,chr1,"[(57110994, 57111060)]",+
20278,ENST00000371245,chr10,"[(97200892, 97200919)]",-
20279,ENST00000371246,chr10,"[(97200892, 97200937), (97250791, 97250877), (97321076, 97321135)]",-
20280,ENST00000371247,chr10,"[(97200892, 97200937), (97250791, 97250877), (97321076, 97321135)]",-
20281,ENST00000371249,chr10,"[(97200892, 97200937), (97250791, 97250877), (97321076, 97321135)]",-
20282,ENST00000371250,chr1,"[(57044689, 57045241)]",-
20283,ENST00000371251,chrX,"[(122318335, 122318387)]",+
20284,ENST00000371253,chr6,"[(46996797, 46996840), (47009926, 47010099)]",-
20285,ENST00000371256,chrX,"[(122318335, 122318387)]",+
20286,ENST00000371260,chr20,"[(55904914, 55904923)]",+
20287,ENST00000371263,chr20,"[(55904814, 55904923)]",+
20288,ENST00000371264,chrX,"[(122318151, 122318387)]",+
20289,ENST00000371265,chr1,"[(55464605, 55464859)]",+
20290,ENST00000371266,chrX,"[(122318005, 122318072), (122318370, 122318387)]",+
20291,ENST00000371268,chr1,"[(55446464, 55446738)]",+
20292,ENST00000371269,chr1,"[(55352792, 55352891)]",-
20293,ENST00000371270,chr10,"[(96829159, 96829254)]",-
20294,ENST00000371273,chr1,"[(55271774, 55271789)]",+
20295,ENST00000371274,chr1,"[(55266836, 55266871)]",-
20296,ENST00000371276,chr1,"[(55266836, 55266940)]",-
20297,ENST00000371279,chr1,"[(55224834, 55224863), (55230133, 55230187)]",-
20298,ENST00000371280,chrX,"[(120119383, 120119642)]",-
20299,ENST00000371281,chr1,"[(55181494, 55181581)]",+
20300,ENST00000371304,chr1,"[(55089068, 55089229)]",-
20301,ENST00000371311,chrX,"[(120009524, 120009779)]",-
20302,ENST00000371313,chrX,"[(119761021, 119761026), (119761110, 119761282), (119763771, 119763850)]",-
20303,ENST00000371315,chrX,"[(119738175, 119738708)]",+
20304,ENST00000371316,chr1,"[(55013900, 55013982)]",+
20305,ENST00000371317,chrX,"[(119737834, 119738091)]",+
